date,apparentTemperatureMax,apparentTemperatureMin,cloudCover,dewPoint,humidity,moonPhase,pressure,temperatureMax,temperatureMin,visibility,windBearing,windSpeed,electric
4/29/2016,79.63,53.44,0.07,53.29,0.65,0.72,1015.59,79.63,53.44,3.85,173,2.36,3956025
4/30/2016,82.6,58.9,0.01,55.21,0.6,0.76,1010.79,83.05,58.9,4.83,168,6.11,3675404
5/1/2016,84.55,60.89,0.26,60.2,0.66,0.79,1008.57,85.37,60.89,4.63,149,6.88,3127033
5/2/2016,73.64,68.5,0.46,67.38,0.87,0.83,1004.31,73.64,68.5,4.64,174,5.74,3471769
5/3/2016,77.63,59.22,0.3,50.27,0.57,0.86,1008.54,77.63,59.22,6.98,273,11.22,3686262
5/4/2016,82.44,57.7,0.3,54.67,0.58,0.9,1010.54,84.63,57.7,7.21,160,5.37,3904758
5/5/2016,75.75,68.63,0.38,66.91,0.84,0.94,1006.79,75.75,68.63,4.65,161,5.43,4076967
5/6/2016,93.18,65.31,0.25,66.79,0.79,0.98,1008.78,86.73,65.31,2.99,50,3.21,4110685
5/7/2016,67.27,55.63,0.33,50.37,0.65,0.02,1015.99,67.27,55.63,4.91,80,10.61,4001702
5/8/2016,62.37,57.63,0.3,54.32,0.83,0.06,1014.63,62.37,57.63,5.78,81,7.25,3626796
5/9/2016,63.95,57.57,0.25,57.69,0.9,0.09,1011.36,63.95,57.57,2.45,38,2.1,4004587
5/10/2016,68.52,56.3,0.4,55.98,0.82,0.13,1010.92,68.52,56.3,4.34,322,7.3,3977966
5/11/2016,79.95,54.64,0.05,57.22,0.72,0.16,1010.48,79.95,54.64,3.18,170,3.9,4015503
5/12/2016,84.97,60.46,0.12,59.8,0.65,0.2,1009.8,84.73,60.46,4.52,153,4.99,4132899
5/13/2016,68.63,60.15,0.63,56.77,0.77,0.23,1020.53,68.63,60.15,5.38,59,9.08,4108075
5/14/2016,83.59,60.26,0.16,63.18,0.78,0.26,1015.92,81.15,60.26,4.08,125,9.85,3989503
5/15/2016,72.05,57.57,0.61,60.25,0.92,0.3,1013.86,72.05,57.57,3.49,292,3.36,3756678
5/16/2016,76.37,54.93,0.09,50.41,0.65,0.33,1016.35,76.37,54.93,4.19,249,2.93,3952351
5/17/2016,77.63,55.08,0.3,46.81,0.52,0.36,1016.1,77.63,55.08,6.74,128,5.66,3949708
5/18/2016,79,57.53,0.3,48.72,0.51,0.39,1015.55,79,57.53,7.37,112,8.3,3901864
5/19/2016,80.75,60.25,0.28,56.95,0.63,0.42,1013.49,80.42,60.25,5.38,107,8.82,3913280
5/20/2016,72.03,62.58,0.45,61.82,0.83,0.45,1013.42,72.03,62.58,5.06,90,11.96,3963967
5/21/2016,65.99,62.58,0.3,63.57,0.96,0.47,1013.19,65.99,62.58,3.14,65,9.34,3890195
5/22/2016,68.22,62.46,0.82,61.55,0.89,0.52,1013.8,68.22,62.46,4.45,314,2.42,3640372
5/23/2016,76.9,62.56,0.3,62.35,0.82,0.54,1011.43,76.9,62.56,3.74,281,3.56,3969389
5/24/2016,79,63.84,0.14,62.07,0.75,0.57,1009.48,79,63.84,3.92,214,2.48,4043578
5/25/2016,89.13,63.88,0.19,66.34,0.76,0.6,1008.18,85.37,63.88,3.59,141,5.14,4096819
5/26/2016,77.73,69.47,0.69,71.13,0.91,0.64,1009.42,77.73,69.47,2.3,241,1.06,4219737
5/27/2016,70.63,65.25,0.63,66.59,0.95,0.67,1010.74,70.63,65.25,2.12,73,6.41,4113139
5/28/2016,67.64,65.22,0.25,65.26,0.97,0.71,1007.77,67.64,65.22,1.61,53,2.45,4009038
5/29/2016,72.05,65.22,0.66,64.37,0.89,0.74,1007.57,72.05,65.22,2.5,322,5.02,3789849
5/30/2016,79,63,0.31,64.43,0.79,0.78,1008.8,79,63,3.02,145,3.21,3872713
5/31/2016,88.87,68.37,0.26,69.75,0.83,0.82,1006.1,83.27,68.37,2.26,110,4.77,4014739
6/1/2016,73,64.08,0.49,64.98,0.91,0.85,1006.72,73,64.08,4.21,62,8.91,3988022
6/2/2016,72.22,61.63,0.17,62.18,0.83,0.89,1009.48,72.22,61.63,3.5,76,6.48,3968795
6/3/2016,68.63,63.68,0.5,63.58,0.94,0.93,1006.66,68.63,63.68,2.87,94,8.46,4041719
6/4/2016,72.32,64.24,0.73,63.16,0.88,0.96,1007.65,72.32,64.24,4.25,290,7.94,3874204
6/5/2016,77,60.58,0.27,62.65,0.81,0.02,1010.88,77,60.58,4.36,78,3.56,3692647
6/6/2016,79.63,65.54,0.2,65.54,0.81,0.04,1009.91,79.63,65.54,4.31,101,6.26,4008633
6/7/2016,83.28,67.9,0.44,67.56,0.83,0.08,1009.8,80.58,67.9,3.07,97,3.73,4162818
6/8/2016,74.22,68,0.25,68.39,0.91,0.11,1009.23,74.22,68,2.8,74,4.9,4055291
6/9/2016,75.62,67.27,0.25,67.2,0.88,0.15,1010.46,75.62,67.27,2.94,81,6.08,3548896
6/10/2016,85.82,67.27,0.68,69.56,0.85,0.18,1008.23,81.32,67.27,2.85,116,6.54,3762722
6/11/2016,92.52,72.35,0.14,72.29,0.83,0.21,1006.83,85.37,72.35,2.75,139,3.54,3902134
6/12/2016,75.26,70,0.39,69.23,0.9,0.24,1005.48,75.26,70,3.93,63,4.91,3974914
6/13/2016,85.22,67.27,0.28,67.37,0.8,0.28,1003.93,82.58,67.27,4.47,130,1.47,4169418
6/14/2016,93.86,69.8,0.2,69.11,0.74,0.31,1000.76,88.37,69.8,4.6,177,4.9,4264932
6/15/2016,94.54,72,0.25,70.43,0.78,0.34,1001.3,85.27,72,4.19,255,3.59,4334099
6/16/2016,83.92,69.36,0.14,66.05,0.74,0.37,1005.14,81.88,69.36,2.99,249,3.47,4163197
6/17/2016,90.16,68,0.08,66.92,0.7,0.4,1006.44,88.28,68,4.09,188,4.56,4301308
6/18/2016,99.37,71.17,0.2,71.84,0.73,0.42,1006.64,90.68,71.17,4.9,191,6,4234259
6/19/2016,97.35,76.87,0.44,74.32,0.78,0.45,1006.68,87.8,76.87,6.34,193,5.96,4047065
6/20/2016,87.45,73.63,0.47,74.01,0.91,0.48,1005.09,81.53,73.63,5.17,224,6.2,4155898
6/21/2016,105.9,75,0.45,77.08,0.89,0.52,1004.51,88.22,75,3.23,147,2.23,4371422
6/22/2016,102.09,77.53,0.19,77.58,0.9,0.55,1004.1,86.73,77.53,4.33,235,4.27,4418030
6/23/2016,115.43,77.37,0.28,78.57,0.82,0.59,1002.82,95,77.37,4.32,175,5,4536418
6/24/2016,97.04,70.95,0.78,73.43,0.85,0.62,1005.26,85.37,70.95,5.37,329,5.97,4447924
6/25/2016,74.95,68,0.38,67.98,0.92,0.66,1010.76,74.95,68,3.39,236,4.49,4087964
6/26/2016,82.56,65.9,0.29,66.57,0.81,0.69,1011,80.27,65.9,3.84,138,7.14,3885732
6/27/2016,73.63,69.88,0.3,69.99,0.96,0.73,1007.85,73.63,69.88,3.22,122,3.3,4128141
6/28/2016,74.9,70.37,0.25,71.27,0.95,0.77,1008.18,74.9,70.37,3.57,138,2.23,4207413
6/29/2016,95.36,70.95,0.35,73.76,0.88,0.81,1008.48,85.15,70.95,4.64,176,5.69,4747110
6/30/2016,104.71,74.95,0.3,75.4,0.77,0.84,1007.39,90.95,74.95,6.5,201,5.83,4905574
7/1/2016,94.02,73.29,0.68,74.7,0.9,0.88,1003.81,83.37,73.29,4.38,204,6.02,4335777
7/2/2016,77.85,71.95,0.51,73.26,0.95,0.92,1006.55,77.85,71.95,4.44,115,1.66,4079363
7/3/2016,79.85,73.63,0.35,74.87,0.95,0.95,1005.88,79.85,73.63,3.37,121,2.52,3840101
7/4/2016,99.42,74.66,0.43,76.38,0.91,0.98,1005.33,86.85,74.66,3.97,154,5.61,4071327
7/5/2016,92.15,75.55,0.59,75.24,0.88,0.03,1009.38,83.43,75.55,4.32,211,2.48,4161432
7/6/2016,96.21,75.66,0.39,76.37,0.9,0.06,1012.36,84.85,75.66,2.83,117,4.81,4104851
7/7/2016,101.11,75.13,0.52,75.65,0.86,0.1,1010.35,88,75.13,5.9,107,7.1,4498741
7/8/2016,103.88,77.45,0.28,76.01,0.8,0.13,1007.06,90.32,77.45,5.25,88,8.07,4554365
7/9/2016,95.63,76.69,0.5,75.84,0.84,0.16,1004.93,85.37,76.69,5.12,79,9.29,4333160
7/10/2016,96.87,77.04,0.3,76.53,0.87,0.19,1002.62,85.27,77.04,3.88,74,8.51,4074906
7/11/2016,100.32,78.17,0.3,78.09,0.91,0.22,1000.97,85.37,78.17,3.55,108,5.77,4441372
7/12/2016,108.47,78.34,0.25,78.59,0.83,0.25,1000.3,91.63,78.34,2.97,208,2.76,4525375
7/13/2016,113.27,79.76,0.65,80.18,0.88,0.28,1001.34,92.27,79.76,2.94,203,0.4,4481143
7/14/2016,98.8,78.55,0.42,79.13,0.94,0.31,1003.44,84.42,78.55,2.94,75,1.82,4538956
7/15/2016,114.57,76.18,0.46,78.72,0.87,0.34,999.73,92.9,76.18,4.47,225,3.17,4634383
7/16/2016,86.88,72.32,0.29,71.3,0.81,0.37,1004.38,82,72.32,4.15,284,5.94,4220289
7/17/2016,100.83,73.81,0.21,74.49,0.78,0.41,1007.02,90,73.81,3.41,136,4.54,4107215
7/18/2016,105.64,78.19,0.24,77.47,0.82,0.44,1006.3,90.95,78.19,3.85,117,6.09,4550893
7/19/2016,105.56,79.05,0.3,78.13,0.82,0.47,1004.5,90.32,79.05,4.55,140,7.01,4677268
7/20/2016,110.96,89.8,0.3,77.28,0.7,0.51,1003.01,96.27,81.4,6.44,181,8.89,4772549
7/21/2016,114.2,93.12,0.3,76.83,0.65,0.54,1005.17,98.58,83.62,6.95,199,7.48,4750962
7/22/2016,115.91,93.59,0.3,77.97,0.67,0.57,1005.51,99.32,82.58,6.74,196,5.34,4754751
7/23/2016,114.71,93.18,0.3,77.61,0.65,0.61,1005.56,99.95,83.22,6.53,180,4.97,4637393
7/24/2016,118.43,95.29,0.2,79.26,0.7,0.65,1006.93,100,82.63,6.14,149,5.95,4311960
7/25/2016,118.06,94.53,0.08,78.96,0.7,0.68,1006.72,100.42,83.06,5.51,147,6.21,4809396
7/26/2016,126.33,95.6,0.14,79.7,0.71,0.72,1004.78,102.63,83.23,5.37,180,5.17,4852473
7/27/2016,123.35,98.12,0.15,79.73,0.71,0.76,1004.31,102,84.59,4.98,239,2.97,4737322
7/28/2016,122.47,98.39,0.1,79.42,0.68,0.8,1004.88,100.63,84.42,5.28,183,3.14,4790575
7/29/2016,118.97,98.84,0.12,79.49,0.69,0.83,1006.06,99.95,84.63,4.67,168,3.99,4788141
7/30/2016,118.93,97.11,0.08,79.38,0.71,0.87,1007.48,99.78,83.73,4.83,130,7.05,4514944
7/31/2016,114.76,92.69,0.12,77.64,0.7,0.91,1007.95,97.73,82.21,6.04,119,8.92,4259280
8/1/2016,110.69,88.84,0.3,76.85,0.69,0.94,1007.2,97.1,81.32,6.95,115,8.97,4627029
8/2/2016,116.97,86.96,0.63,79.3,0.8,0.98,1006.05,98.42,80.08,5.93,125,5.76,4618467
8/3/2016,96.87,77.63,0.41,77.13,0.88,0.02,1007.51,86.1,77.63,5.87,177,1.72,4490739
8/4/2016,101.43,78.89,0.3,77.61,0.85,0.05,1008.44,88,78.89,4.84,45,1.15,4367727
8/5/2016,106.43,79.37,0.31,77.97,0.82,0.08,1008.03,92.27,79.37,4.73,354,3.73,4253298
8/6/2016,108.47,79.73,0.26,78,0.8,0.11,1005.38,93,79.73,4.8,113,6.67,4023140
8/7/2016,108.47,88.63,0.45,77.67,0.76,0.14,1004.13,94.37,80.46,5.54,115,6.89,3663205
8/8/2016,106.44,79.95,0.3,76.18,0.72,0.17,1005,94.37,79.95,6.87,104,8.66,3689233
8/9/2016,106.14,88.39,0.3,77.24,0.76,0.2,1005.96,92.05,80.7,6.46,81,10.24,3679212
8/10/2016,113.77,91.94,0.3,79.8,0.81,0.23,1006.77,93,81.72,6.37,97,9.04,3994246
8/11/2016,109.41,93.69,0.3,78.18,0.74,0.26,1007.78,94.37,82.3,6.6,109,8.29,4061157
8/12/2016,115.17,90.42,0.31,79.13,0.75,0.29,1006.23,95.73,81.18,6.54,108,8.72,4127489
8/13/2016,115.64,92.77,0.3,79,0.73,0.32,1004.91,97.73,81.9,6.57,115,8.4,4043540
8/14/2016,112.88,91.49,0.19,77.5,0.71,0.36,1004.3,97.1,81.48,5.95,115,6.8,3744055
8/15/2016,110.7,79.88,0.19,77.07,0.71,0.39,1003.09,96.37,79.88,5.94,94,5.54,4222039
8/16/2016,109.14,89.58,0.14,77.21,0.72,0.42,1003.04,96.37,80.93,5.98,76,6.64,4603302
8/17/2016,109.44,79.81,0.14,75.95,0.69,0.45,1002.7,97.73,79.81,6.21,87,7.79,4200728
8/18/2016,116.06,79.94,0.2,77.47,0.71,0.49,1002.07,98.42,79.94,6.5,115,7,4454857
8/19/2016,118.38,93.45,0.26,79.99,0.74,0.52,1002.84,100,82.2,5.96,127,4.14,4517220
8/20/2016,123.28,94.87,0.42,80.56,0.82,0.56,1003.85,97,82.76,4.27,120,2.25,4141047
8/21/2016,109.31,90.56,0.44,79.37,0.83,0.6,1004.73,91.58,81.03,3.67,85,1.32,3873626
8/22/2016,108.47,92.03,0.47,78.07,0.76,0.64,1007.39,93,81.94,5.26,66,6.05,4285132
8/23/2016,106.96,79.17,0.28,75.18,0.71,0.67,1006.87,93.63,79.17,6.16,45,6.67,4200526
8/24/2016,99.05,76.15,0.23,71.72,0.67,0.71,1005.51,93,76.15,6.65,61,5.53,4151262
8/25/2016,103.36,75.57,0.26,73.91,0.7,0.75,1004.91,94.37,75.57,6.29,61,3.86,4194893
8/26/2016,92.49,75.17,0.39,72.67,0.77,0.79,1009.42,84.85,75.17,6.38,14,10.28,4018774
8/27/2016,85.99,72.28,0.3,63.51,0.62,0.82,1010.54,85.37,72.28,7.06,334,9.36,3610828
8/28/2016,86.22,66.17,0.3,59.65,0.59,0.86,1009.76,88,66.17,7.25,330,9.29,3446470
8/29/2016,86.66,66.85,0.3,60.17,0.59,0.89,1009.58,88,66.85,6.8,335,5.59,3681879
8/30/2016,85.88,67.48,0.34,58.78,0.57,0.93,1007.06,88,67.48,7.88,313,7.25,3607667
8/31/2016,89.38,66.53,0.3,61.38,0.58,0.96,1002.51,90,66.53,7.44,243,5.72,3664003
